820	OPEN	aryanbajaj868	2026-09-17T12:32:38Z	RecentBrowserPagesManager.loadAsync assigns instead of merging, so it keeps the startup race #795 fixed for recent files
819	OPEN	aryanbajaj868	2026-09-17T12:32:16Z	RecentFilesManager.setFiles holds mutationLock across up to 20 File.exists() calls
818	OPEN	aryanbajaj868	2026-09-17T12:29:35Z	Desktop test suite writes into the developer's real ~/.boss
813	OPEN	choksi2212	2026-09-17T10:48:19Z	DesktopGitService.refresh() races itself: the "cancel any pending refresh" guard is a dead field, and concurrent refreshes interleave writes to shared git state
804	OPEN	choksi2212	2026-09-17T08:27:56Z	Security: the mutating-tool policy gate classifies by NAME ONLY and ignores the provider's own readOnly declaration
797	OPEN	choksi2212	2026-09-17T07:47:19Z	Security: the GitHub fallback update download installs with no checksum verification at all
782	OPEN	passionate-coder26	2026-09-16T20:37:56Z	Uninstalling a plugin in one window leaves it loaded in other windows after deleting its JAR
780	OPEN	kshivang	2026-09-16T20:06:46Z	Expose MCP operations to open a workspace and its first terminal
774	OPEN	choksi2212	2026-09-16T18:10:11Z	Security: crash-report files server-token GitHub issues into arbitrary repositories chosen by a plugin publisher
772	OPEN	choksi2212	2026-09-16T18:02:49Z	Passkey SECURITY DEFINER functions still resolve tables through the caller-influenced search_path; clean_expired_passkey_challenges keeps dead client grants
770	OPEN	choksi2212	2026-09-16T17:52:55Z	Security: all edge functions return raw exception messages to unauthenticated callers
768	OPEN	choksi2212	2026-09-16T17:48:10Z	Security: /passkey/auth/challenge is an unauthenticated email + passkey-enrollment enumeration oracle
764	OPEN	choksi2212	2026-09-16T15:47:12Z	RecentFilesManager mutates the recorded list from unsynchronized coroutines and persists with a non-atomic write
762	OPEN	choksi2212	2026-09-16T15:26:30Z	UserDataStorage read-modify-writes user_data.json without coordination and with non-atomic writes
760	OPEN	choksi2212	2026-09-16T15:25:03Z	Security: plugin_ratings RLS exposes per-user rating rows and reviews to any anon key, and permits existence-oracle inserts
758	OPEN	manishakuhar	2026-09-16T13:51:55Z	Tab favorites confuse Space-wide state and save incomplete bookmark targets
756	OPEN	manishakuhar	2026-09-16T13:49:04Z	Home has no persistent navigation while work tabs are open
754	OPEN	passionate-coder26	2026-09-16T13:03:43Z	Run configuration updates can overwrite each other and leave settings vulnerable to incomplete writes
751	OPEN	manishakuhar	2026-09-16T11:29:18Z	Tab-title tooltip flickers when an activity indicator updates the title
747	OPEN	app/github-actions	2026-09-16T01:02:03Z	JxBrowser 9.5.1 auto-release is repeatedly failing
738	OPEN	manishakuhar	2026-09-15T19:16:01Z	Home available-tool tiles omit existing purpose descriptions
736	OPEN	manishakuhar	2026-09-15T19:10:43Z	Unavailable tools lack contextual routes to Plugin Health and Recovery
734	OPEN	manishakuhar	2026-09-15T19:03:17Z	Space switching can apply stale results and bypass a dirty-layout warning
732	OPEN	manishakuhar	2026-09-15T18:42:53Z	Setup completion cannot retry only failed tools in place
730	OPEN	manishakuhar	2026-09-15T18:40:29Z	Late Space saves can reverse rename, delete, or newer selection
728	OPEN	manishakuhar	2026-09-15T18:35:48Z	Home hides plugin-store listing failures without an in-place retry
726	OPEN	manishakuhar	2026-09-15T18:31:53Z	Project opening routes disagree on destination choice and folder validation
724	OPEN	manishakuhar	2026-09-15T18:27:19Z	Spotlight retains stale files after reopening search in the same project
722	OPEN	passionate-coder26	2026-09-15T16:38:44Z	Save Space can overwrite another window's workspace layout
721	OPEN	Samurai007AK	2026-09-15T14:35:00Z	Showcase: Mothership, a Tauri desktop AI control center built with BossConsole as operator harness
719	CLOSED	Samurai007AK	2026-09-15T13:48:10Z	PanelIds: four constants name a panel id no plugin registers
717	CLOSED	JaspreetSingh33	2026-09-15T11:11:40Z	Global Search clearResults() does not cancel an active search
700	OPEN	manishakuhar	2026-09-15T05:23:47Z	Spotlight advertises 26 commands that its selection callback silently ignores
699	OPEN	manishakuhar	2026-09-15T05:23:44Z	Stash and Pop Stash can modify another window's project
698	OPEN	kshivang	2026-09-15T05:10:55Z	Plugin suggestion: Connections & Skills integration plugin for boss-plugins
696	OPEN	shivanshu-risa	2026-09-15T02:51:50Z	Windows: dialog opening over update prompt makes BOSS unusable
690	OPEN	kshivang	2026-09-14T23:55:30Z	Tab drag ghost remains stuck to pointer after moving tabs between panes
681	OPEN	shivanshu-risa	2026-09-14T19:45:01Z	Plugin popups can render beneath an adjacent browser pane
667	CLOSED	app/github-actions	2026-09-14T16:29:12Z	JxBrowser 9.5.1 auto-release is repeatedly failing
641	OPEN	passionate-coder26	2026-09-14T03:00:12Z	Clone Project can hang past its timeout when Git output is silent
629	OPEN	Aditya8369	2026-09-13T14:00:56Z	CoroutineScope Leak in DesktopAuthBrandSite
622	OPEN	passionate-coder26	2026-09-13T05:49:59Z	Concurrent project replacements silently undo a completed replacement in closed files
620	OPEN	Rushikeshiitb	2026-09-12T22:04:40Z	One undecryptable secret aborts the entire secrets listing (passwords are not fail-soft)
618	OPEN	Rushikeshiitb	2026-09-12T21:08:12Z	encrypt_text encrypts every stored secret with a fixed all-zero IV
616	OPEN	sanjaysaini383	2026-09-12T20:12:12Z	Migrate FluckTabInfoTest to use immutable updateNavigation method
614	OPEN	manishakuhar	2026-09-12T19:37:09Z	macOS: preserve the final window when it is closed
606	OPEN	sanjaysaini383	2026-09-12T13:36:03Z	Global Search missing URL and File Path indexing for open tabs
600	OPEN	passionate-coder26	2026-09-12T10:21:12Z	Concurrent host plugin updates can delete or overwrite the shared JAR
594	OPEN	sidharth-vijayan	2026-09-12T09:14:01Z	Run configurations are built for a POSIX shell on every platform, so on Windows the quoting is a parse error and build output lands in the drive root
577	OPEN	govind507	2026-09-11T12:23:41Z	enable multitasking for fluck agent
576	OPEN	govind507	2026-09-11T12:13:55Z	Add prompt queuing to fluck agent
560	CLOSED	kshivang	2026-09-11T10:13:49Z	fix(chrome): focusWindow leaves a minimized target window iconified
557	OPEN	nileshvasita	2026-09-11T09:47:55Z	Browser profiles are a hidden global setting, and nothing can be imported from another browser
556	OPEN	nileshvasita	2026-09-11T09:47:53Z	The YouTube video title is clipped along its top edge in the browser tab
555	OPEN	nileshvasita	2026-09-11T09:47:51Z	Keyboard shortcuts do not reach the page in browser fullscreen
553	CLOSED	kshivang	2026-09-11T09:41:12Z	Explicit Ctrl bindings (Ctrl+Tab / Ctrl+Shift+Tab) require Super+Tab on Windows/Linux while the UI shows Ctrl+Tab
551	OPEN	nileshvasita	2026-09-11T09:21:51Z	The plugin file picker opens an ownerless AWT FileDialog, so a plugin's file-pick can go nowhere
547	OPEN	kshivang	2026-09-11T09:00:53Z	Track: ALTER DEFAULT PRIVILEGES grants anon/authenticated on all later objects (3 recurrence sites)
528	OPEN	Rushikeshiitb	2026-09-10T22:43:39Z	completed_authentications RLS grants anon full read/write, leaking cross-device session tokens
520	OPEN	shivanshu-risa	2026-09-10T19:52:01Z	Close remaining project-selection delivery and provider-lifecycle gaps
516	OPEN	govind507	2026-09-10T17:15:35Z	Stop button for fluck agent is too slow
515	OPEN	govind507	2026-09-10T17:13:55Z	Fluck agent doesn't scroll itself while working
